Dataset,Dataset Size,Size in Tokens,Model,Compression Duration,Compressed Size,Decompression Duration,Cost per run,Engine,Hardware
data/pytorrent.jsonl,104855821,1000,none,0,104855821,0,0,transformers,A100
data/pytorrent.jsonl,104855821,1000,zip,1.9685590267181396,14987073,0.6710472106933594,0,vLLM,H100
data/pytorrent.jsonl,104855821,1000,zip,1.9685590267181396,14987073,0.6710472106933594,0,vLLM,A100
data/pytorrent.jsonl,104855821,1000,qwen2.5 0.5B,0,0,0,0,sglang,A100
data/text8.txt,100000000,1000,none,0,100000000,0,0,transformers,A100
data/text8.txt,100000000,1000,zip,5.421124458312988,33182212,0.7844054698944092,0,sglang,H100
data/text8.txt,100000000,1000,gzip-default,5.345034599304199,33182062,0.6131904125213623,0,vLLM,A100
data/text8.txt,100000000,1000,brotli-q11,0.0012707710266113281,24107566,0.6315188407897949,0,transformers,A100
data/yelp_business.json,100000000,1000,one,0,100000000,0312
